id,nome,categoria,valor
243308,Corsair Mouse Sem Fio ROG Strix 8284,Informática,2847.93
236698,Dell Teclado Mecânico Vostro 7652,Informática,7846.41
140554,Lenovo Mouse Sem Fio ROG Strix 279,Informática,13287.84
935,Samsung Cabo HDMI 2.1 OLED 5776,Eletrônicos,4105.99
143506,Realme Película de Vidro Moto G 761,Comunicação,4982.64
215199,Dell Notebook Legion 1497,Informática,9393.88
121279,Apple Placa de Vídeo RTX Vostro 5386,Informática,2234.75
60625,Lenovo Placa de Vídeo RTX ThinkPad 5748,Informática,7346.9
28568,Panasonic Soundbar OLED 6944,Eletrônicos,7675.69
25825,Oppo Capa de Silicone Pixel 8 2938,Comunicação,3345.78
283293,Apple Smartphone iPhone 15 8473,Comunicação,2549.54
41569,Philips Smart TV 4K Pro 2024 509,Eletrônicos,3292.24
130289,TCL Smart TV 4K Elite Edition 3263,Eletrônicos,7306.84
262917,Corsair SSD 1TB NVMe Vostro 9333,Informática,7136.08
249294,Dell Notebook MacBook Air 7027,Informática,6504.48
140260,Samsung Smart TV 4K OLED 6278,Eletrônicos,7136.1
125546,LG Smart TV 4K OLED 5848,Eletrônicos,10193.96
115721,Bose Micro-ondas Crystal 2224,Eletrônicos,4044.39
281444,Samsung Power Bank Carbon Edition 9161,Comunicação,1169.47
18839,Oppo Modem 5G iPhone 15 609,Comunicação,799.3
74346,Logitech Notebook Nitro 5 2510,Informática,2982.29
136454,Motorola Capa de Silicone Redmi Note 1521,Comunicação,2077.61
112229,Razer SSD 1TB NVMe ROG Strix 9601,Informática,6875.87
76993,Oppo Headset com Microfone Global 6481,Comunicação,1282.18
178728,TCL Micro-ondas Elite Edition 1714,Eletrônicos,7032.78
162432,Lenovo Mouse Sem Fio MacBook Air 4223,Informática,6808.74
66351,JBL Fone de Ouvido Bluetooth Ultra Slim 6118,Eletrônicos,8989.46
225525,Motorola Smartwatch Redmi Note 3988,Comunicação,1575.43
128759,Motorola Modem 5G iPhone 15 8363,Comunicação,4881.54
10845,Razer Mouse Sem Fio ThinkPad 7852,Informática,949.28
120077,Huawei Headset com Microfone Edition 9133,Comunicação,5039.21
43452,Philips Cabo HDMI 2.1 Crystal 3579,Eletrônicos,10579.95
123094,Apple Smartphone Pixel 8 6105,Comunicação,372.38
26691,Bose Cabo HDMI 2.1 Series X 7707,Eletrônicos,7164.82
272332,Apple Placa de Vídeo RTX G Series 4960,Informática,4377.58
163334,Realme Carregador Rápido Redmi Note 6629,Comunicação,5633.57
54454,LG Fone de Ouvido Bluetooth Pro 2024 9700,Eletrônicos,6228.84
90365,Panasonic Cabo HDMI 2.1 Crystal 6637,Eletrônicos,11198.1
26090,Samsung Película de Vidro Moto G 7921,Comunicação,7617.8
101939,Huawei Película de Vidro Moto G 9206,Comunicação,221.97
244739,JBL Protetor de Surto Elite Edition 1824,Eletrônicos,5202.57
122641,Realme Smartwatch iPhone 15 4896,Comunicação,3668.95
129953,Philips Soundbar Series X 7574,Eletrônicos,3064.43
288269,Bose Soundbar Pro 2024 1009,Eletrônicos,7004.89
17525,HP SSD 1TB NVMe Legion 4938,Informática,12026.91
192945,Nokia Power Bank Moto G 5796,Comunicação,7182.01
163855,TCL Soundbar Elite Edition 9886,Eletrônicos,8241.76
282620,JBL Smart TV 4K Series X 2955,Eletrônicos,11060.9
196412,Philips Caixa de Som Echo QLED 4323,Eletrônicos,1653.87
62729,Lenovo Placa de Vídeo RTX Vostro 2611,Informática,10697.95
112924,Huawei Capa de Silicone Redmi Note 2858,Comunicação,7427.66
195121,Sony Micro-ondas Crystal 2190,Eletrônicos,6041.52
18366,Lenovo Webcam Full HD ThinkPad 1955,Informática,10044.89
235797,JBL Caixa de Som Echo Plus 4552,Eletrônicos,2837.35
133870,Philips Fone de Ouvido Bluetooth Ultra Slim 3047,Eletrônicos,3814.22
230346,Nokia Smartwatch Edition 2125,Comunicação,2555.7
37658,Huawei Carregador Rápido Pixel 8 2557,Comunicação,6846.0
278291,Nokia Carregador Rápido Global 8909,Comunicação,5713.42
267349,Apple Mouse Sem Fio Nitro 5 6994,Informática,5069.86
28683,TCL Smart TV 4K Elite Edition 3169,Eletrônicos,9317.95
6394,Apple Roteador Wi-Fi 6 Inspiron 4668,Informática,1987.05
212979,MSI Notebook Nitro 5 5095,Informática,11192.04
190728,Samsung Carregador Rápido Global 1535,Comunicação,1898.2
270802,Xiaomi Carregador Rápido Global 7682,Comunicação,1680.65
118335,TCL Protetor de Surto Plus 666,Eletrônicos,5767.64
205887,Acer Notebook MacBook Air 6583,Informática,14072.58
213282,JBL Caixa de Som Echo QLED 9170,Eletrônicos,11604.65
161449,LG Cabo HDMI 2.1 QLED 3014,Eletrônicos,4613.72
263443,Bose Caixa de Som Echo Series X 2883,Eletrônicos,8239.06
254387,Nokia Modem 5G Edition 3135,Comunicação,206.8
187851,Dell Roteador Wi-Fi 6 ThinkPad 3181,Informática,3642.75
27460,Apple Power Bank Redmi Note 635,Comunicação,2615.06
282847,Bose Soundbar QLED 5909,Eletrônicos,10467.09
295626,Nokia Smartwatch Carbon Edition 5572,Comunicação,4463.08
250088,HP Mouse Sem Fio MacBook Air 3524,Informática,9953.32
258399,Xiaomi Smartwatch Edition 7670,Comunicação,5567.54
281894,Samsung Smart TV 4K QLED 6250,Eletrônicos,7744.72
41383,Razer Notebook Vostro 1859,Informática,10543.11
5847,Panasonic Smart TV 4K QLED 6687,Eletrônicos,2000.68
37802,LG Protetor de Surto Pro 2024 9413,Eletrônicos,7254.58
12265,Apple Roteador Wi-Fi 6 Inspiron 7564,Informática,8625.22
157923,Samsung Capa de Silicone Galaxy S23 2697,Comunicação,2379.13
72781,Corsair Mouse Sem Fio G Series 8902,Informática,2226.56
191334,Panasonic Caixa de Som Echo OLED 4240,Eletrônicos,6546.3
211649,Panasonic Fone de Ouvido Bluetooth QLED 3312,Eletrônicos,2972.29
212382,JBL Fone de Ouvido Bluetooth Ultra Slim 4500,Eletrônicos,10381.29
8188,Huawei Smartphone Carbon Edition 5358,Comunicação,2845.1
8858,Oppo Carregador Rápido Galaxy S23 8604,Comunicação,5310.97
252457,Xiaomi Modem 5G Global 6401,Comunicação,478.81
94449,Bose Fone de Ouvido Bluetooth Crystal 691,Eletrônicos,6670.73
227927,Huawei Headset com Microfone Redmi Note 896,Comunicação,4805.13
55893,Motorola Smartwatch Edition 7212,Comunicação,4716.31
153230,Xiaomi Smartphone Carbon Edition 1456,Comunicação,7851.99
119274,Sony Smart TV 4K Crystal 4190,Eletrônicos,8045.38
83587,Philips Smart TV 4K Plus 5805,Eletrônicos,11455.73
80907,Acer Monitor Gamer Inspiron 8455,Informática,10721.49
211466,Dell Notebook Legion 8923,Informática,9011.25
246997,Apple Carregador Rápido Carbon Edition 1466,Comunicação,4445.01
164921,Huawei Película de Vidro Galaxy S23 8139,Comunicação,3698.94
68130,Asus Teclado Mecânico ThinkPad 4388,Informática,1423.65
106561,LG Soundbar OLED 2114,Eletrônicos,6842.83
41073,Sony Caixa de Som Echo Series X 1133,Eletrônicos,4400.0
277967,MSI Notebook Inspiron 4314,Informática,6372.24
267695,Philips Smart TV 4K Ultra Slim 5843,Eletrônicos,4332.05
128409,Philips Home Theater Pro 2024 1712,Eletrônicos,10752.34
215860,Panasonic Soundbar OLED 1801,Eletrônicos,4042.53
247852,Bose Home Theater OLED 3783,Eletrônicos,7809.87
152744,Bose Protetor de Surto QLED 3235,Eletrônicos,10506.73
87271,Nokia Carregador Rápido iPhone 15 5986,Comunicação,1388.57
119572,Lenovo Placa de Vídeo RTX Vostro 7387,Informática,3022.32
45566,Samsung Home Theater Series X 309,Eletrônicos,2990.9
95547,Huawei Headset com Microfone Moto G 2971,Comunicação,6807.89
50116,LG Cabo HDMI 2.1 Plus 8443,Eletrônicos,2894.5
214132,Dell SSD 1TB NVMe Nitro 5 1091,Informática,10496.67
224508,Apple Smartwatch Moto G 5766,Comunicação,3113.63
219632,LG Soundbar Pro 2024 6578,Eletrônicos,10478.3
176168,Logitech SSD 1TB NVMe Vostro 1477,Informática,6200.31
167517,Samsung Soundbar Plus 5903,Eletrônicos,1898.61
167029,Dell Mouse Sem Fio Inspiron 6532,Informática,7269.41
175696,Acer Notebook G Series 2286,Informática,1999.91
261805,TCL Soundbar Elite Edition 3216,Eletrônicos,11450.99
295497,Samsung Fone de Ouvido Bluetooth Crystal 9334,Eletrônicos,4840.02
135980,Panasonic Home Theater OLED 6898,Eletrônicos,9062.18
231150,Realme Power Bank Redmi Note 9801,Comunicação,3756.94
191434,HP Mouse Sem Fio ROG Strix 9126,Informática,4817.21
142977,Huawei Power Bank Carbon Edition 502,Comunicação,6626.98
102938,Razer Roteador Wi-Fi 6 G Series 1587,Informática,12400.75
238751,LG Home Theater Plus 150,Eletrônicos,3574.57
176263,MSI Teclado Mecânico ROG Strix 5435,Informática,10906.68
176491,Huawei Capa de Silicone Pixel 8 6086,Comunicação,2195.2
200159,Sony Protetor de Surto Pro 2024 1187,Eletrônicos,6788.09
242568,Corsair Placa de Vídeo RTX ThinkPad 360,Informática,10716.38
251584,Oppo Headset com Microfone Moto G 3960,Comunicação,2321.14
189921,Razer Monitor Gamer ThinkPad 7307,Informática,2630.57
182560,JBL Protetor de Surto QLED 2459,Eletrônicos,11936.81
60393,HP Mouse Sem Fio MacBook Air 4720,Informática,14180.74
229676,Apple Power Bank Galaxy S23 2904,Comunicação,4744.12
110954,MSI Placa de Vídeo RTX ROG Strix 7152,Informática,12032.25
50777,JBL Home Theater Crystal 4560,Eletrônicos,8654.5
10581,Realme Modem 5G iPhone 15 5885,Comunicação,420.4
188228,Lenovo Teclado Mecânico ThinkPad 6813,Informática,7607.3
230947,Razer Roteador Wi-Fi 6 Legion 1023,Informática,9193.75
91251,Samsung Smartwatch Galaxy S23 1141,Comunicação,4014.4
156674,Philips Protetor de Surto Ultra Slim 5738,Eletrônicos,2056.69
241647,Realme Película de Vidro Moto G 7843,Comunicação,3690.45
20829,Sony Caixa de Som Echo Elite Edition 3654,Eletrônicos,11966.03
187599,Philips Smart TV 4K Series X 5589,Eletrônicos,7684.92
87215,MSI Monitor Gamer Vostro 287,Informática,1103.0
282029,Dell Mouse Sem Fio G Series 8025,Informática,2088.35
134108,Apple Smartphone Galaxy S23 4960,Comunicação,4499.23
28360,Oppo Capa de Silicone Galaxy S23 1871,Comunicação,5084.12
154766,Philips Protetor de Surto Crystal 6303,Eletrônicos,9634.81
49883,Realme Capa de Silicone Moto G 341,Comunicação,1122.33
145962,HP Teclado Mecânico G Series 8947,Informática,3375.66
233824,Oppo Headset com Microfone Carbon Edition 932,Comunicação,3699.73
242480,Panasonic Fone de Ouvido Bluetooth Plus 2127,Eletrônicos,11025.66
227564,Samsung Cabo HDMI 2.1 OLED 8410,Eletrônicos,4937.46
229247,Oppo Carregador Rápido Redmi Note 1434,Comunicação,964.1
205003,Huawei Smartwatch Galaxy S23 9055,Comunicação,2830.51
106599,Logitech Placa de Vídeo RTX MacBook Air 277,Informática,4490.19
223402,Philips Protetor de Surto QLED 1927,Eletrônicos,9635.56
98541,Huawei Carregador Rápido Carbon Edition 1074,Comunicação,4263.21
23243,TCL Home Theater Pro 2024 3783,Eletrônicos,8308.62
98816,Dell Teclado Mecânico Inspiron 5684,Informática,1651.13
58872,Huawei Modem 5G Galaxy S23 9837,Comunicação,7007.55
283392,Apple SSD 1TB NVMe Vostro 2648,Informática,7796.24
3889,Samsung Carregador Rápido Edition 5914,Comunicação,254.89
29211,Sony Cabo HDMI 2.1 Plus 6054,Eletrônicos,6227.52
72196,Logitech Mouse Sem Fio Vostro 101,Informática,11063.39
284833,Samsung Carregador Rápido iPhone 15 1937,Comunicação,4817.15
276237,Bose Home Theater Pro 2024 1493,Eletrônicos,4922.52
241005,Philips Soundbar Crystal 7849,Eletrônicos,1632.12
116572,Apple Smartwatch Galaxy S23 8457,Comunicação,5717.21
219844,Oppo Smartwatch Global 8998,Comunicação,6229.63
108562,Dell Teclado Mecânico Vostro 3314,Informática,8633.03
94165,Bose Protetor de Surto Series X 4698,Eletrônicos,3294.53
174834,HP Webcam Full HD MacBook Air 8829,Informática,2060.04
166938,Philips Soundbar Plus 7716,Eletrônicos,2553.01
260795,Oppo Power Bank Edition 9615,Comunicação,992.43
192632,Philips Smart TV 4K Series X 112,Eletrônicos,4818.4
129008,TCL Cabo HDMI 2.1 OLED 4714,Eletrônicos,1819.12
73251,Apple Roteador Wi-Fi 6 G Series 5797,Informática,5938.85
206103,TCL Caixa de Som Echo Series X 167,Eletrônicos,8652.56
241948,TCL Home Theater Crystal 9093,Eletrônicos,10134.17
284556,Sony Soundbar QLED 6388,Eletrônicos,1978.99
89560,Panasonic Fone de Ouvido Bluetooth OLED 5979,Eletrônicos,2594.81
33605,Asus Monitor Gamer Legion 6765,Informática,11735.23
286640,Asus Webcam Full HD Legion 1066,Informática,7471.59
154855,LG Cabo HDMI 2.1 QLED 8674,Eletrônicos,11730.2
33614,Huawei Headset com Microfone Pixel 8 3622,Comunicação,4002.11
187387,JBL Soundbar Ultra Slim 8717,Eletrônicos,9537.22
169373,TCL Caixa de Som Echo Ultra Slim 231,Eletrônicos,9103.73
77757,Huawei Carregador Rápido Galaxy S23 5130,Comunicação,4744.81
251744,Xiaomi Smartphone Global 4228,Comunicação,6415.04
232865,Motorola Smartwatch Galaxy S23 634,Comunicação,5820.01
160789,Oppo Power Bank Moto G 6055,Comunicação,1358.9
40728,Bose Cabo HDMI 2.1 OLED 3465,Eletrônicos,9836.6
286312,Panasonic Home Theater Series X 9605,Eletrônicos,9388.33
43609,Apple Power Bank Pixel 8 8297,Comunicação,7718.81
23181,Philips Home Theater Series X 2940,Eletrônicos,5242.61
21483,Acer SSD 1TB NVMe G Series 4415,Informática,10198.7
43464,Apple Smartwatch Carbon Edition 9701,Comunicação,3907.95
99311,Motorola Modem 5G Pixel 8 9933,Comunicação,7548.73
115628,Samsung Soundbar OLED 4149,Eletrônicos,2478.6
40818,Sony Smart TV 4K Series X 9082,Eletrônicos,5517.15
173741,Apple Headset com Microfone Edition 5834,Comunicação,6488.99
28257,Corsair Roteador Wi-Fi 6 Legion 630,Informática,14664.8
284403,Logitech Mouse Sem Fio ThinkPad 5929,Informática,8728.6
278363,Realme Power Bank Carbon Edition 9189,Comunicação,6331.76
265410,Panasonic Home Theater Pro 2024 2628,Eletrônicos,5556.75
56010,Apple Power Bank Edition 747,Comunicação,1084.65
153791,Lenovo Notebook G Series 5025,Informática,14583.38
192837,Dell SSD 1TB NVMe Vostro 8727,Informática,5510.5
153283,Dell Monitor Gamer Inspiron 2569,Informática,8661.81
278159,Sony Caixa de Som Echo Series X 3616,Eletrônicos,1601.16
232435,Logitech Notebook MacBook Air 6548,Informática,12958.38
180097,Philips Soundbar Series X 9855,Eletrônicos,6113.05
176950,Philips Micro-ondas Series X 8039,Eletrônicos,7759.56
32852,JBL Soundbar Plus 5535,Eletrônicos,1783.93
203400,LG Fone de Ouvido Bluetooth OLED 5037,Eletrônicos,11556.3
121249,Motorola Power Bank Edition 9358,Comunicação,735.22
223092,MSI Webcam Full HD Nitro 5 6684,Informática,577.6
28860,Realme Capa de Silicone Redmi Note 9822,Comunicação,7574.55
113981,Lenovo Monitor Gamer ThinkPad 9979,Informática,14456.32
161749,Corsair Notebook Nitro 5 1278,Informática,14592.99
41640,Oppo Película de Vidro Pixel 8 3122,Comunicação,1351.59
6151,Samsung Capa de Silicone Redmi Note 8208,Comunicação,4446.05
102642,Panasonic Caixa de Som Echo Plus 7529,Eletrônicos,11747.49
144508,Motorola Smartphone Moto G 4480,Comunicação,4621.95
274016,Asus Notebook Legion 179,Informática,8552.78
61066,Nokia Película de Vidro Carbon Edition 7266,Comunicação,4203.29
45590,Lenovo Roteador Wi-Fi 6 ThinkPad 6098,Informática,2616.58
249568,HP Monitor Gamer ROG Strix 1137,Informática,11440.86
44769,Oppo Película de Vidro Carbon Edition 4768,Comunicação,3997.44
58891,TCL Cabo HDMI 2.1 Pro 2024 2453,Eletrônicos,9300.19
52470,Logitech Notebook Inspiron 1911,Informática,2193.4
223449,JBL Home Theater Ultra Slim 254,Eletrônicos,10741.1
78881,LG Caixa de Som Echo OLED 6785,Eletrônicos,10952.82
243438,Panasonic Soundbar Series X 8544,Eletrônicos,6287.71
19637,Logitech Teclado Mecânico Legion 645,Informática,8606.49
181937,Corsair Teclado Mecânico Inspiron 7249,Informática,8542.05
231489,Corsair Placa de Vídeo RTX Legion 4198,Informática,1236.78
252238,TCL Soundbar Pro 2024 1296,Eletrônicos,9926.37
204779,Sony Caixa de Som Echo Pro 2024 6778,Eletrônicos,7601.03
191883,Panasonic Micro-ondas Plus 9426,Eletrônicos,9799.03
184709,Huawei Smartphone Moto G 6996,Comunicação,5401.7
243655,TCL Soundbar Plus 5745,Eletrônicos,4180.9
188244,Bose Protetor de Surto Pro 2024 9558,Eletrônicos,7729.79
137035,Apple Roteador Wi-Fi 6 Legion 1852,Informática,2993.51
286839,Sony Smart TV 4K Pro 2024 1521,Eletrônicos,6799.92
137747,Bose Fone de Ouvido Bluetooth Pro 2024 5620,Eletrônicos,10386.03
245527,Apple Power Bank iPhone 15 4984,Comunicação,1186.47
190232,Asus Webcam Full HD Inspiron 6597,Informática,13067.0
240105,MSI Mouse Sem Fio Vostro 2943,Informática,12493.99
278110,Philips Soundbar Ultra Slim 6871,Eletrônicos,2345.19
169581,MSI Mouse Sem Fio Inspiron 5426,Informática,8897.89
85608,TCL Cabo HDMI 2.1 Pro 2024 9279,Eletrônicos,2157.76
125377,Apple Capa de Silicone Galaxy S23 4923,Comunicação,5679.52
290563,Lenovo Roteador Wi-Fi 6 MacBook Air 6755,Informática,3341.94
5259,Oppo Modem 5G Pixel 8 7281,Comunicação,4691.5
98688,Huawei Smartphone Edition 1285,Comunicação,6472.1
285949,Philips Fone de Ouvido Bluetooth QLED 9320,Eletrônicos,5118.93
225296,Nokia Capa de Silicone Pixel 8 7392,Comunicação,5242.8
127932,Bose Caixa de Som Echo Ultra Slim 2901,Eletrônicos,6972.25
263356,Logitech Roteador Wi-Fi 6 ROG Strix 5666,Informática,13581.71
182859,Samsung Protetor de Surto QLED 4423,Eletrônicos,10329.82
40961,Realme Smartphone Redmi Note 5838,Comunicação,3589.42
84119,Samsung Power Bank Edition 7670,Comunicação,4627.5
34928,Realme Headset com Microfone Galaxy S23 7933,Comunicação,3777.27
77680,Realme Carregador Rápido Redmi Note 2141,Comunicação,294.1
100493,Motorola Smartphone iPhone 15 6046,Comunicação,7377.06
69928,Samsung Carregador Rápido Pixel 8 2949,Comunicação,413.6
181571,Razer Notebook MacBook Air 2135,Informática,2935.14
3972,Xiaomi Carregador Rápido Global 9028,Comunicação,240.83
7087,Samsung Fone de Ouvido Bluetooth Series X 1743,Eletrônicos,6046.44
184194,Nokia Headset com Microfone iPhone 15 5082,Comunicação,1492.38
157785,Bose Soundbar Elite Edition 8734,Eletrônicos,5861.75
26457,Logitech Notebook Inspiron 4941,Informática,6637.34
299445,Oppo Capa de Silicone Pixel 8 6825,Comunicação,7161.88
125882,LG Home Theater Plus 5742,Eletrônicos,8270.09
235781,TCL Fone de Ouvido Bluetooth OLED 3223,Eletrônicos,4312.52
54435,Samsung Soundbar Plus 557,Eletrônicos,9649.81
288519,Dell Roteador Wi-Fi 6 G Series 9964,Informática,2190.43
275178,Apple Smartwatch Moto G 9051,Comunicação,500.84
132485,Huawei Modem 5G Global 1714,Comunicação,4311.14
272073,JBL Soundbar Pro 2024 428,Eletrônicos,11365.91
212602,Acer Monitor Gamer G Series 1813,Informática,3290.81
61252,Oppo Película de Vidro Edition 717,Comunicação,4143.02
182884,Philips Protetor de Surto Plus 2843,Eletrônicos,3176.39
266113,Asus SSD 1TB NVMe MacBook Air 9946,Informática,10415.29
45715,Realme Capa de Silicone Global 9532,Comunicação,6834.1
160695,Xiaomi Headset com Microfone Global 7627,Comunicação,6336.37
267451,Nokia Smartwatch Global 3767,Comunicação,7110.44
109612,Huawei Headset com Microfone Global 8990,Comunicação,4903.6
275719,Logitech Roteador Wi-Fi 6 G Series 1782,Informática,6902.16
290487,Lenovo Monitor Gamer ThinkPad 4699,Informática,3960.32
23736,Realme Modem 5G Edition 552,Comunicação,6861.73
113073,Asus Placa de Vídeo RTX ThinkPad 3442,Informática,10475.41
294054,Bose Protetor de Surto Pro 2024 6318,Eletrônicos,8157.72
253323,Dell Teclado Mecânico Nitro 5 3075,Informática,2716.99
185973,Oppo Capa de Silicone Global 7749,Comunicação,7468.27
150383,Razer Notebook ThinkPad 4913,Informática,12044.69
159544,Apple Monitor Gamer MacBook Air 1722,Informática,11015.28
36978,Apple Smartwatch Redmi Note 937,Comunicação,3039.56
286477,JBL Home Theater QLED 5708,Eletrônicos,3208.66
86101,Xiaomi Carregador Rápido Edition 7741,Comunicação,6587.8
216916,Apple Modem 5G iPhone 15 9677,Comunicação,4440.38
23750,Apple SSD 1TB NVMe MacBook Air 1589,Informática,13666.09
75797,Apple Película de Vidro iPhone 15 1080,Comunicação,2160.15
77384,Nokia Smartphone Carbon Edition 649,Comunicação,2120.32
205725,Samsung Modem 5G Moto G 8907,Comunicação,6490.31
185608,Oppo Headset com Microfone Pixel 8 2651,Comunicação,7221.73
148938,LG Micro-ondas Crystal 9414,Eletrônicos,9546.3
26542,MSI SSD 1TB NVMe ThinkPad 3642,Informática,5226.67
117751,Lenovo Webcam Full HD Vostro 1122,Informática,5677.93
139695,Apple Headset com Microfone Redmi Note 4717,Comunicação,1579.66
12668,Motorola Power Bank Redmi Note 6468,Comunicação,4721.58
187099,Samsung Protetor de Surto Series X 2158,Eletrônicos,8301.12
144305,Samsung Fone de Ouvido Bluetooth QLED 385,Eletrônicos,10503.4
40847,Razer Mouse Sem Fio G Series 6505,Informática,13726.91
23898,Razer SSD 1TB NVMe Legion 9878,Informática,5440.64
203668,Acer Webcam Full HD MacBook Air 7336,Informática,3764.2
232261,MSI SSD 1TB NVMe Vostro 5242,Informática,5588.41
263091,TCL Soundbar Ultra Slim 5322,Eletrônicos,7709.75
133918,Corsair Mouse Sem Fio Nitro 5 7100,Informática,814.41
5969,Xiaomi Película de Vidro iPhone 15 352,Comunicação,5453.27
271672,Bose Home Theater QLED 4432,Eletrônicos,9749.65
13987,Apple Smartwatch Carbon Edition 3805,Comunicação,3775.09
255597,Panasonic Caixa de Som Echo Crystal 7591,Eletrônicos,5266.03
7797,Corsair Mouse Sem Fio Inspiron 1450,Informática,9998.06
117830,Panasonic Soundbar QLED 9868,Eletrônicos,4660.26
125381,Sony Micro-ondas Series X 1674,Eletrônicos,4968.14
184303,Apple SSD 1TB NVMe G Series 129,Informática,11440.76
7882,Lenovo Notebook Legion 7858,Informática,5534.81
187954,Lenovo Notebook Vostro 619,Informática,2216.17
104254,Sony Soundbar Series X 6934,Eletrônicos,4413.27
10206,Realme Modem 5G Galaxy S23 2876,Comunicação,3183.13
286892,Samsung Smartphone Redmi Note 6539,Comunicação,5297.22
155682,Apple Carregador Rápido Moto G 722,Comunicação,1445.02
221571,Apple Power Bank Carbon Edition 2876,Comunicação,922.58
111602,Huawei Capa de Silicone Global 8151,Comunicação,721.89
214890,Sony Cabo HDMI 2.1 Elite Edition 1266,Eletrônicos,7154.87
2992,Oppo Power Bank Pixel 8 4516,Comunicação,7754.98
30802,Razer Webcam Full HD Vostro 7012,Informática,14790.47
69304,Sony Caixa de Som Echo QLED 6798,Eletrônicos,8010.82
111656,TCL Caixa de Som Echo Elite Edition 5968,Eletrônicos,9575.7
